drug,drug_class,target,activity,activity_recoded,ki_lower_nm,ki_upper_nm,modelled_ki_nm,ki_is_range,log10_ki_nm,pKi,source_url,evidence_note,last_verified_at
Trimipramine,Tricyclic,SERT,Inhibitor,Antagonist,149,2110,560.704913479452,True,2.74873436185498,6.25126563814502,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine is a weak inhibitor of the norepinephrine, serotonin and dopamine transporters. This assignment reflects that curated mechanism summary; no single uptake assay setup was shown in the retrieved snippet.",2026-04-16
Trimipramine,Tricyclic,5-HT1A,Antagonist,Antagonist,,8000,8000,False,3.90308998699194,5.09691001300806,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Trimipramine,Tricyclic,5-HT1D,Antagonist,Antagonist,10000,,10000,False,4,5,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Trimipramine,Tricyclic,5-HT2A,Antagonist,Antagonist,,32,32,False,1.50514997831991,7.49485002168009,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Trimipramine,Tricyclic,5-HT2C,Antagonist,Antagonist,,537,537,False,2.72997428569956,6.27002571430044,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Trimipramine,Tricyclic,5-HT3,Antagonist,Antagonist,,9120,9120,False,3.95999483832842,5.04000516167158,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Trimipramine,Tricyclic,NET,Inhibitor,Antagonist,2450,4990,3496.49824824781,True,3.54363331499396,5.45636668500604,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine is a weak inhibitor of the norepinephrine, serotonin and dopamine transporters. This assignment reflects that curated mechanism summary; no single uptake assay setup was shown in the retrieved snippet.",2026-04-16
Trimipramine,Tricyclic,α1,Antagonist,Antagonist,,24,24,False,1.38021124171161,7.61978875828839,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Trimipramine,Tricyclic,α2,Antagonist,Antagonist,,680,680,False,2.83250891270624,6.16749108729376,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Trimipramine,Tricyclic,mACh,Antagonist,Antagonist,,58,58,False,1.76342799356294,7.23657200643706,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Trimipramine,Tricyclic,H1,Antagonist,Antagonist,0.27,1.48,0.632139225171164,True,-0.199187260223028,9.19918726022303,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Trimipramine,Tricyclic,H2,Antagonist,Antagonist,,41,41,False,1.61278385671974,7.38721614328026,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Trimipramine,Tricyclic,H3,Antagonist,Antagonist,100000,,100000,False,5,4,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Trimipramine,Tricyclic,H4,Antagonist,Antagonist,,43700,43700,False,4.64048143697042,4.35951856302958,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Duloxetine,SNRI,DAT,,,,240,240,False,2.38021124171161,6.61978875828839,,,2026-04-16
Duloxetine,SNRI,SERT,Inhibitor,Antagonist,0.7,0.8,0.748331477354788,True,-0.1259059864969,9.1259059864969,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=202&tab=clinical,GtoPdb clinical summary states duloxetine is a potent inhibitor of neuronal serotonin reuptake via SLC6A4. The mechanism section is a curated summary and does not list the individual assay system in the retrieved snippet.,2026-04-16
Duloxetine,SNRI,5-HT2A,,,,504,504,False,2.70243053644553,6.29756946355448,,,2026-04-16
Duloxetine,SNRI,5-HT2C,,,,916,916,False,2.96189547366785,6.03810452633215,,,2026-04-16
Duloxetine,SNRI,5-HT6,,,,419,419,False,2.6222140229663,6.37778597703371,,,2026-04-16
Duloxetine,SNRI,NET,Inhibitor,Antagonist,,7.5,7.5,False,0.8750612633917,8.1249387366083,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=202&tab=clinical,GtoPdb clinical summary states duloxetine is a potent inhibitor of neuronal norepinephrine reuptake via SLC6A2. The mechanism section is curated summary text rather than a single uptake assay record.,2026-04-16
Venlafaxine,SNRI,DAT,,,,7647,7647,False,3.88349109018893,5.11650890981107,,,2026-04-16
Venlafaxine,SNRI,SERT,Inhibitor,Antagonist,,82,82,False,1.91381385238372,7.08618614761628,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7321,"Curated GtoPdb summary identifies venlafaxine as an SNRI, supporting serotonin transporter inhibition. The retrieved record is mechanism-level curation, without one displayed transporter assay setup.",2026-04-16
Venlafaxine,SNRI,5-HT2A,,,,2230,2230,False,3.34830486304816,5.65169513695184,,,2026-04-16
Venlafaxine,SNRI,5-HT2C,,,,2004,2004,False,3.30189771719521,5.69810228280479,,,2026-04-16
Venlafaxine,SNRI,5-HT6,,,,2792,2792,False,3.44591541395112,5.55408458604888,,,2026-04-16
Venlafaxine,SNRI,NET,Inhibitor,Antagonist,,2480,2480,False,3.39445168082622,5.60554831917378,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7321,"Curated GtoPdb summary identifies venlafaxine as an SNRI, supporting norepinephrine transporter inhibition. The snippet reviewed did not provide a single assay system.",2026-04-16
Venlafaxine,SNRI,α1A,,,1000,,1000,False,3,6,,,2026-04-16
Agomelatine,Melatonin receptor agonist,5-HT2B,,,,660,660,False,2.81954393554187,6.18045606445813,,,2026-04-16
Agomelatine,Melatonin receptor agonist,5-HT2C,Antagonist,Antagonist,,631,631,False,2.80002935924413,6.19997064075587,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=198,"Curated GtoPdb summary states agomelatine has low-affinity 5-HT2C receptor antagonism. The page is a curated drug record rather than a single functional assay report, so assay system details are not given in the summary.",2026-04-16
Agomelatine,Melatonin receptor agonist,MT2,Full agonist,Agonist,,0.12,0.12,False,-0.920818753952375,9.92081875395238,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=198,"Curated GtoPdb summary describes agomelatine as a melatonergic antidepressant acting as a melatonin receptor agonist. This row was labelled Full agonist for MT2 from that curated target-class assignment, the summary does not specify a single human functional assay on the page.",2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,DAT,,,10000,,10000,False,4,5,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,D1,,,,4167,4167,False,3.61982350045728,5.38017649954272,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,D2,,,5454,,5454,False,3.73671513360561,5.26328486639439,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,D3,,,,5723,5723,False,3.75762374590839,5.24237625409161,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,D4,,,,2518,2518,False,3.40105572577184,5.59894427422816,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,SERT,,,10000,,10000,False,4,5,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,5-HT1A,,,3330,5010,4084.51955559035,True,3.61114097968678,5.38885902031322,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,5-HT1D,,,794,5010,1994.4773751537,True,3.29982911414717,5.70017088585283,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,5-HT1E,,,,728,728,False,2.86213137931304,6.13786862068696,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,5-HT1F,,,,583,583,False,2.76566855475901,6.23433144524099,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,5-HT2A,Antagonist,Antagonist,6.3,69,20.8494604246729,True,1.31909482009542,7.68090517990458,https://www.ncbi.nlm.nih.gov/sites/books/NBK519059/,"StatPearls describes mirtazapine as blocking presynaptic alpha-2 receptors and antagonising 5-HT2, 5-HT3 and H1 receptors. The source is a curated mechanism summary rather than a single receptor-specific functional assay.",2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,5-HT2B,Antagonist,Antagonist,,200,200,False,2.30102999566398,6.69897000433602,https://www.ncbi.nlm.nih.gov/sites/books/NBK519059/,"StatPearls describes mirtazapine as blocking presynaptic alpha-2 receptors and antagonising 5-HT2, 5-HT3 and H1 receptors. The source is a curated mechanism summary rather than a single receptor-specific functional assay.",2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,5-HT2C,Antagonist,Antagonist,8.9,39,18.6306199574786,True,1.27022730683571,7.72977269316429,https://www.ncbi.nlm.nih.gov/sites/books/NBK519059/,"StatPearls describes mirtazapine as blocking presynaptic alpha-2 receptors and antagonising 5-HT2, 5-HT3 and H1 receptors. The source is a curated mechanism summary rather than a single receptor-specific functional assay.",2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,5-HT3,Antagonist,Antagonist,,8.1,8.1,False,0.90848501887865,8.09151498112135,https://www.ncbi.nlm.nih.gov/sites/books/NBK519059/,"StatPearls describes mirtazapine as blocking presynaptic alpha-2 receptors and antagonising 5-HT2, 5-HT3 and H1 receptors. The source is a curated mechanism summary rather than a single receptor-specific functional assay.",2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,5-HT4L,,,10000,,10000,False,4,5,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,5-HT5A,,,,670,670,False,2.82607480270083,6.17392519729917,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,5-HT7,,,,265,265,False,2.42324587393681,6.57675412606319,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,NET,,,4600,,4600,False,3.66275783168157,5.33724216831843,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,α1A,Antagonist,Antagonist,,1815,1815,False,3.25887662937213,5.74112337062787,https://www.ncbi.nlm.nih.gov/sites/books/NBK519059/,"StatPearls describes mirtazapine as blocking presynaptic alpha-2 receptors and antagonising 5-HT2, 5-HT3 and H1 receptors. The source is a curated mechanism summary rather than a single receptor-specific functional assay.",2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,α2A,Antagonist,Antagonist,,20,20,False,1.30102999566398,7.69897000433602,https://www.ncbi.nlm.nih.gov/sites/books/NBK519059/,"StatPearls describes mirtazapine as blocking presynaptic alpha-2 receptors and antagonising 5-HT2, 5-HT3 and H1 receptors. The source is a curated mechanism summary rather than a single receptor-specific functional assay.",2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,α2B,Antagonist,Antagonist,,88,88,False,1.94448267215017,7.05551732784983,https://www.ncbi.nlm.nih.gov/sites/books/NBK519059/,"StatPearls describes mirtazapine as blocking presynaptic alpha-2 receptors and antagonising 5-HT2, 5-HT3 and H1 receptors. The source is a curated mechanism summary rather than a single receptor-specific functional assay.",2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,α2C,Antagonist,Antagonist,,18,18,False,1.25527250510331,7.74472749489669,https://www.ncbi.nlm.nih.gov/sites/books/NBK519059/,"StatPearls describes mirtazapine as blocking presynaptic alpha-2 receptors and antagonising 5-HT2, 5-HT3 and H1 receptors. The source is a curated mechanism summary rather than a single receptor-specific functional assay.",2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,β,,,10000,,10000,False,4,5,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,mACh,,,,670,670,False,2.82607480270083,6.17392519729917,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,H1,Antagonist,Antagonist,0.14,1.6,0.473286382647969,True,-0.324875990832919,9.32487599083292,https://www.ncbi.nlm.nih.gov/sites/books/NBK519059/,"StatPearls describes mirtazapine as blocking presynaptic alpha-2 receptors and antagonising 5-HT2, 5-HT3 and H1 receptors. The source is a curated mechanism summary rather than a single receptor-specific functional assay.",2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,H2,,,10000,,10000,False,4,5,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,H3,,,,83200,83200,False,4.92012332629072,4.07987667370928,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,H4,,,100000,,100000,False,5,4,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,VGSC,,,,6905,6905,False,3.83916368291465,5.16083631708535,,,2026-04-16
Mirtazapine,Alpha2-adrenoreceptor antagonist,VDCC,,,10000,,10000,False,4,5,,,2026-04-16
Nefazodone,SARI,DAT,,,,360,360,False,2.55630250076729,6.44369749923271,,,2026-04-16
Nefazodone,SARI,D2,,,,910,910,False,2.95904139232109,6.04095860767891,,,2026-04-16
Nefazodone,SARI,SERT,Inhibitor,Antagonist,200,459,302.985148150862,True,2.48142134060062,6.51857865939938,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7247,"Nefazodone is a serotonin antagonist/reuptake inhibitor, supporting SERT inhibition. The reviewed source was a curated ligand record rather than a single uptake assay entry.",2026-04-16
Nefazodone,SARI,5-HT1A,,,,80,80,False,1.90308998699194,7.09691001300806,,,2026-04-16
Nefazodone,SARI,5-HT2A,Antagonist,Antagonist,,26,26,False,1.41497334797082,7.58502665202918,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7247,"Nefazodone is a serotonin antagonist/reuptake inhibitor and is classically characterised by 5-HT2A/5-HT2C antagonism. The retrieved GtoPdb snippet was not assay-specific, so this assignment reflects curated mechanism-level pharmacology.",2026-04-16
Nefazodone,SARI,5-HT2C,Antagonist,Antagonist,,72,72,False,1.85733249643127,7.14266750356873,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7247,"Nefazodone is a serotonin antagonist/reuptake inhibitor and is classically characterised by 5-HT2A/5-HT2C antagonism. The retrieved GtoPdb snippet was not assay-specific, so this assignment reflects curated mechanism-level pharmacology.",2026-04-16
Nefazodone,SARI,NET,,,360,618,471.677856168805,True,2.67364548792805,6.32635451207195,,,2026-04-16
Nefazodone,SARI,α1,Antagonist,Antagonist,5.5,48,16.2480768092719,True,1.21080196343492,7.78919803656508,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7247,Nefazodone has recognised antihistamine and alpha-1 antiadrenergic effects in standard pharmacology sources. The GtoPdb snippet reviewed did not provide subtype-specific assay detail.,2026-04-16
Nefazodone,SARI,α1A,Antagonist,Antagonist,,48,48,False,1.68124123737559,7.31875876262441,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7247,Nefazodone has recognised antihistamine and alpha-1 antiadrenergic effects in standard pharmacology sources. The GtoPdb snippet reviewed did not provide subtype-specific assay detail.,2026-04-16
Nefazodone,SARI,α2,,,84,640,231.862027939031,True,2.36522963002288,6.63477036997712,,,2026-04-16
Nefazodone,SARI,β,,,10000,,10000,False,4,5,,,2026-04-16
Nefazodone,SARI,mACh,,,10000,,10000,False,4,5,,,2026-04-16
Nefazodone,SARI,H1,Antagonist,Antagonist,370,,370,False,2.568201724067,6.43179827593301,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7247,Nefazodone has recognised antihistamine and alpha-1 antiadrenergic effects in standard pharmacology sources. The GtoPdb snippet reviewed did not provide subtype-specific assay detail.,2026-04-16
Reboxetine,sNRI,DAT,,,10000,,10000,False,4,5,,,2026-04-16
Reboxetine,sNRI,D2,,,10000,,10000,False,4,5,,,2026-04-16
Reboxetine,sNRI,D3,,,10000,,10000,False,4,5,,,2026-04-16
Reboxetine,sNRI,SERT,Inhibitor,Antagonist,,273.5,273.5,False,2.43695733066945,6.56304266933055,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4808&tab=clinical,GtoPdb summary notes reboxetine is about 20-fold selective for NET over SERT and that some serotonin uptake inhibition is observed at therapeutic doses. This row is therefore labelled Inhibitor for SERT with lower confidence than the NET assignment.,2026-04-16
Reboxetine,sNRI,5-HT1A,,,10000,,10000,False,4,5,,,2026-04-16
Reboxetine,sNRI,5-HT1D,,,10000,,10000,False,4,5,,,2026-04-16
Reboxetine,sNRI,5-HT2A,,,10000,,10000,False,4,5,,,2026-04-16
Reboxetine,sNRI,5-HT2C,,,,457,457,False,2.65991620006985,6.34008379993015,,,2026-04-16
Reboxetine,sNRI,NET,Inhibitor,Antagonist,,13.4,13.4,False,1.12710479836481,7.87289520163519,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4808&tab=clinical,"GtoPdb clinical summary states reboxetine selectively inhibits noradrenaline reuptake, supporting NET inhibition. The summary is curated mechanism text rather than a single uptake assay description.",2026-04-16
Reboxetine,sNRI,α1A,,,,11900,11900,False,4.07554696139253,4.92445303860747,,,2026-04-16
Reboxetine,sNRI,α2A,,,10000,,10000,False,4,5,,,2026-04-16
Reboxetine,sNRI,mACh,,,,6700,6700,False,3.82607480270083,5.17392519729917,,,2026-04-16
Lurasidone,Atypical antipsychotic,DAT,,,,1000,1000,False,3,6,,,2026-04-16
Lurasidone,Atypical antipsychotic,D1,,,,262,262,False,2.41830129131975,6.58169870868025,,,2026-04-16
Lurasidone,Atypical antipsychotic,D2,Antagonist,Antagonist,1.2,1.7,1.42828568570857,True,0.154815083712949,8.84518491628705,https://www.ncbi.nlm.nih.gov/books/NBK541057/,"StatPearls states lurasidone is a full antagonist at D2, 5-HT2A and 5-HT7 receptors and a partial agonist at 5-HT1A. The source is a mechanism summary rather than one displayed receptor assay.",2026-04-16
Lurasidone,Atypical antipsychotic,D3,,,,15.7,15.7,False,1.19589965240923,7.80410034759077,,,2026-04-16
Lurasidone,Atypical antipsychotic,D4,,,,10,10,False,1,8,,,2026-04-16
Lurasidone,Atypical antipsychotic,SERT,,,,1000,1000,False,3,6,,,2026-04-16
Lurasidone,Atypical antipsychotic,5-HT1A,Partial agonist,Agonist,,6.7,6.7,False,0.826074802700826,8.17392519729917,https://www.ncbi.nlm.nih.gov/books/NBK541057/,"StatPearls states lurasidone is a full antagonist at D2, 5-HT2A and 5-HT7 receptors and a partial agonist at 5-HT1A. The source is a mechanism summary rather than one displayed receptor assay.",2026-04-16
Lurasidone,Atypical antipsychotic,5-HT2A,Antagonist,Antagonist,0.5,2,1,True,0,9,https://www.ncbi.nlm.nih.gov/books/NBK541057/,"StatPearls states lurasidone is a full antagonist at D2, 5-HT2A and 5-HT7 receptors and a partial agonist at 5-HT1A. The source is a mechanism summary rather than one displayed receptor assay.",2026-04-16
Lurasidone,Atypical antipsychotic,5-HT2B,,,,24,24,False,1.38021124171161,7.61978875828839,,,2026-04-16
Lurasidone,Atypical antipsychotic,5-HT2C,,,,415,415,False,2.61804809671209,6.38195190328791,,,2026-04-16
Lurasidone,Atypical antipsychotic,5-HT3,,,,1000,1000,False,3,6,,,2026-04-16
Lurasidone,Atypical antipsychotic,5-HT4L,,,,1000,1000,False,3,6,,,2026-04-16
Lurasidone,Atypical antipsychotic,5-HT7,Antagonist,Antagonist,,0.5,0.5,False,-0.301029995663981,9.30102999566398,https://www.ncbi.nlm.nih.gov/books/NBK541057/,"StatPearls states lurasidone is a full antagonist at D2, 5-HT2A and 5-HT7 receptors and a partial agonist at 5-HT1A. The source is a mechanism summary rather than one displayed receptor assay.",2026-04-16
Lurasidone,Atypical antipsychotic,α1,,,,47.9,47.9,False,1.68033551341456,7.31966448658544,,,2026-04-16
Lurasidone,Atypical antipsychotic,α2A,,,,41,41,False,1.61278385671974,7.38721614328026,,,2026-04-16
Lurasidone,Atypical antipsychotic,α2C,,,,10.8,10.8,False,1.03342375548695,7.96657624451305,,,2026-04-16
Lurasidone,Atypical antipsychotic,β1,,,,1000,1000,False,3,6,,,2026-04-16
Lurasidone,Atypical antipsychotic,β2,,,,1000,1000,False,3,6,,,2026-04-16
Lurasidone,Atypical antipsychotic,M1,,,,1000,1000,False,3,6,,,2026-04-16
Lurasidone,Atypical antipsychotic,H1,,,,1000,1000,False,3,6,,,2026-04-16
Olanzapine,Atyical antipsychotic,D1,Antagonist,Antagonist,35,118,64.2650760522385,True,1.8079750258282,7.1920249741718,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,D2,Antagonist,Antagonist,3,106,17.832554500127,True,1.25121355999222,7.74878644000778,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,D3,Antagonist,Antagonist,7.8,91,26.642071991495,True,1.42556799750579,7.57443200249421,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,D4,Antagonist,Antagonist,1.6,50,8.94427190999916,True,0.951544993495972,8.04845500650403,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,SERT,,,,3676,3676,False,3.56537550271407,5.43462449728593,,,2026-04-16
Olanzapine,Atyical antipsychotic,5-HT1A,,,2063,2720,2368.83093529277,True,3.37453406600368,5.62546593399633,,,2026-04-16
Olanzapine,Atyical antipsychotic,5-HT1D,,,540,1582,924.272687035596,True,2.96580011949231,6.03419988050769,,,2026-04-16
Olanzapine,Atyical antipsychotic,5-HT1E,,,2010,2408,2200.01818174305,True,3.34242627000314,5.65757372999686,,,2026-04-16
Olanzapine,Atyical antipsychotic,5-HT1F,,,,310,310,False,2.49136169383427,6.50863830616573,,,2026-04-16
Olanzapine,Atyical antipsychotic,5-HT2A,Antagonist,Antagonist,1.32,24.2,5.65190233461266,True,0.752194648593141,8.24780535140686,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,5-HT2B,,,11.8,12,11.8995798245148,True,1.07553162667688,7.92446837332312,,,2026-04-16
Olanzapine,Atyical antipsychotic,5-HT2C,Antagonist,Antagonist,6.4,29,13.6235090927411,True,1.13428898594142,7.86571101405858,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,5-HT3,,,,202,202,False,2.30535136944662,6.69464863055338,,,2026-04-16
Olanzapine,Atyical antipsychotic,5-HT5A,,,,1212,1212,False,3.08350261983027,5.91649738016973,,,2026-04-16
Olanzapine,Atyical antipsychotic,5-HT6,Antagonist,Antagonist,6,42,15.8745078663875,True,1.20070027039077,7.79929972960923,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,5-HT7,Antagonist,Antagonist,105,365,195.767719504519,True,2.29174108176321,6.70825891823679,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=47&tab=clinical,"GtoPdb clinical summary states olanzapine's antipsychotic effects arise from antagonism of dopamine D2 and 5-HT2A receptors, and the page notes affinity across histamine, alpha-adrenergic, dopamine and muscarinic receptor families. Other receptor assignments here reflect established antagonist pharmacology at those aminergic targets, but the retrieved snippet was not subtype-assay specific.",2026-04-16
Olanzapine,Atyical antipsychotic,NET,,,,10000,10000,False,4,5,,,2026-04-16
