gtp_ligand_id,target_uniprot,gtp_interaction_count,gtp_action_set,gtp_type_set,gtp_selectivity_set,gtp_primary_target_set,gtp_affinity_units_set,gtp_affinity_median_set,gtp_pubmed_ids
9614,P47871,1,Antagonist,Antibody,Selective,True,pKd,,26020795
9614,Q61606,1,Antagonist,Antibody,Not Determined,False,pKd,,26020795
9615,P31785|P14784|Q13261,2,Agonist,Agonist,Not Determined,False,pEC50|pIC50,10.8100004196167|12.300000190734863,19710453|22019703
9616,O00481,1,Binding,,Not Determined,False,-,,27271567
9617,Q9QYJ6,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.739999771118164,18287214
9617,Q9Y233,1,Inhibition,Inhibitor,Selective,True,pIC50,9.43000030517578,19630403
9618,Q96SW2,1,Binding,,Not Determined,False,pIC50,7.21999979019165,28425720
9619,O60674,2,Inhibition,Inhibitor,Non-selective|Not Determined,False|True,pIC50|pKi,8.59000015258789|8.770000457763672,25387665|32511913
9619,P23458,2,Inhibition,Inhibitor,Non-selective|Not Determined,False|True,pIC50|pKi,8.550000190734863|8.680000305175781,25387665|32511913
9619,P29597,2,Inhibition,Inhibitor,Non-selective|Not Determined,False,pIC50|pKi,7.239999771118164|7.849999904632568,25387665|32511913
9619,P52333,2,Inhibition,Inhibitor,Non-selective|Not Determined,False,pIC50|pKi,7.889999866485596|8.260000228881836,25387665|32511913
962,P14416,1,Antagonist,Antagonist,,False,pKd,10.9,14535946
962,P35462,1,Antagonist,Antagonist,,False,pKd,10.3,14535946
9620,P49760,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.239999771118164,28888902
9620,Q13627,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.570000171661377,28888902
9621,O35433,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.210000038146973,
9622,Q14833,1,Positive,Allosteric modulator,Not Determined,False,pEC50,7.119999885559082,
9625,P55055,1,Agonist,Agonist,Not Determined,False,pEC50,6.0,
9626,P11802,2,Inhibition,Inhibitor,Not Determined,False,pIC50|pKd,10.0|9.0,26826116
9626,P24941,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.889999866485596,26826116
9626,P50613,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.329999923706055,26826116
9626,P50750,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.300000190734863,26826116
9626,Q00534,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.399999618530273,26826116
9627,P27487,1,Competitive,Inhibitor,Selective,True,pKi,8.260000228881836,28452143
963,P14416,2,Antagonist,Antagonist,Not Determined,True,pKi,7.800000190734863,1354163|8099194|1975644
963,P19020,1,Antagonist,Antagonist,,False,pKi,7.4,1975644
9630,Q9BXA5,1,Agonist,Agonist,Not Determined,False,pEC50,,15141213|28160606|26386312
9631,Q9BXA5,2,Full agonist,Agonist,Not Determined,False,pEC50,5.570000171661377|5.769999980926514,28160606|29157600
9632,Q9BXA5,1,Full agonist,Agonist,Not Determined,False,pEC50,4.309999942779541,28160606
9633,Q9BXA5,2,Full agonist,Agonist,Not Determined,False,pEC50,3.549999952316284|3.7699999809265137,15141213|28160606
9634,Q9BXA5,1,Full agonist,Agonist,Not Determined,False,pEC50,4.139999866485596,28160606
9635,P43088,1,Agonist,Agonist,Not Determined,False,pKi,8.600000381469727,10634944|21396362
9636,O00329,1,Inhibition,Inhibitor,Not Determined,False,pKi,7.909999847412109,
9636,P42336,1,Inhibition,Inhibitor,Not Determined,True,pKi,10.470000267028809,
9636,P42338,1,Inhibition,Inhibitor,Not Determined,False,pKi,7.0,
9636,P48736,1,Inhibition,Inhibitor,Not Determined,False,pKi,7.739999771118164,
9637,P21728,1,Full agonist,Agonist,Selective,False,pKi,8.739999771118164,17067639
9639,P56817,1,Inhibition,Inhibitor,Selective,True,pIC50,9.149999618530272,25363711
9642,P35869,1,Agonist,Agonist,Not Determined,False,-,,
9643,Q13546,1,Inhibition,Inhibitor,Selective,True,pIC50,7.889999866485596,27992216
9645,I6X8D2,1,Inhibition,Inhibitor,Selective,True,pIC50,6.71999979019165,28669536
9646,O14920,1,Inhibition,Inhibitor,Not Determined,False,pKi,5.639999866485596,28737909
9646,O15111,1,Inhibition,Inhibitor,Selective,True,pKi,6.190000057220459,28737909
9647,Q8ILW6,2,Inhibition,Inhibitor,Not Determined|Selective,False|True,pEC50|pKi,6.519999980926514|8.100000381469727,24641010
9648,Q8I246,1,,,Not Determined,False,pEC50,6.179999828338623,27602946
9649,P04150,1,Partial agonist,Agonist,Not Determined,False,pIC50,7.099999904632568,
965,P14416,1,Antagonist,Antagonist,Selective,True,pKi,,8301582|1354163
965,P19020,1,Antagonist,Antagonist,,False,pKi,7.0,1975644
965,P35462,1,Antagonist,Antagonist,Not Determined,True,pKi,,8301582|1354163
965,P61169,1,Antagonist,Antagonist,,False,pKi,8.5,1975644
9650,P04150,1,Partial agonist,Agonist,Not Determined,False,pIC50,8.880000114440918,
9651,P24530,1,Antagonist,Antagonist,Selective,True,pIC50,8.220000267028809,28805809
9652,A0A140DLX4,1,Inhibition,Allosteric modulator,Not Determined,False,pIC50,6.090000152587891,28461069
9653,P04150,1,Agonist,Agonist,Selective,True,pIC50,8.5,18952422
9654,P04150,1,Agonist,Agonist,Selective,True,-,,19422381
9655,O43318,1,Inhibition,Inhibitor,Selective,True,pIC50,8.020000457763672,28820959
9655,P49760,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.369999885559082,28820959
9655,P51617,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.409999847412109,28820959
9655,Q9NWZ3,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.920000076293945,28820959
9657,P14555,2,Inhibition,Inhibitor,Not Determined,False,pIC50,8.050000190734863|8.149999618530273,8978844|8978844|10027849
9658,P08172,1,Agonist,Agonist,Not Determined,False,pKi,6.070000171661377,9399977
9658,P08173,1,Agonist,Agonist,Not Determined,False,pKi,5.989999771118164,9399977
9658,P11229,1,Agonist,Agonist,Not Determined,False,pKi,5.309999942779541,9399977
9658,P20309,1,Agonist,Agonist,Not Determined,False,pKi,5.590000152587891,9399977
9659,O60658,1,Inhibition,Inhibitor,Selective,True,pIC50,7.369999885559082,24687066
966,P14416,1,Antagonist,Antagonist,,False,pKi,9.2,7907989|8301592
966,P21917,1,Antagonist,Antagonist,,False,pKi,7.0,7475902
966,P35462,1,Antagonist,Antagonist,,False,pKi,8.8,7907989|8301592
9660,P51449,1,Inverse agonist,Agonist,Selective,True,pEC50,7.920000076293945,26061388
9661,P51449,1,Inverse agonist,Agonist,Selective,True,pIC50,8.489999771118164,26870941
9662,P00533,1,Irreversible inhibition,Inhibitor,Not Determined,False,pIC50,7.889999866485596,28115222
9662,P04626,1,Irreversible inhibition,Inhibitor,Not Determined,False,pIC50,7.420000076293945,28115222
9663,O15379,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.150000095367432,27222932
9663,P56524,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.510000228881836,27222932
9663,Q13547,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.449999809265137,27222932
9663,Q8WUI4,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.010000228881836,27222932
9663,Q92769,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.809999942779541,27222932
9663,Q969S8,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.190000057220459,27222932
9663,Q96DB2,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.230000019073486,27222932
9663,Q9BY41,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.440000057220459,27222932
9663,Q9UBN7,1,Inhibition,Inhibitor,Selective,True,pIC50,8.100000381469727,27222932
9663,Q9UKV0,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.25,27222932
9663,Q9UQL6,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.960000038146973,27222932
9664,O15379,1,Inhibition,Inhibitor,Selective,True,pIC50,8.699999809265137,18642892
9664,Q13547,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.0,18642892
9664,Q92769,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.619999885559082,18642892
9664,Q969S8,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.550000190734863,18642892
9664,Q9BY41,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.090000152587891,18642892
9664,Q9UBN7,1,Inhibition,Inhibitor,Selective,True,pIC50,8.699999809265137,18642892
9665,Q9HB29,1,Antagonist,Antibody,Selective,True,pKd,10.619999885559082,28726542
9666,Q9NWZ3,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.520000457763672,
9667,Q9NWZ3,1,Inhibition,Inhibitor,Selective,True,pIC50,9.699999809265137,28498658
9668,P15144,1,Inhibition,Inhibitor,Not Determined,False,pKi,5.699999809265137,28964831
9669,P15144,1,Inhibition,Inhibitor,Not Determined,False,pKi,6.0,28964831
9670,P05164,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.360000133514404,28671460
9671,P41182,2,Binding,Inhibitor,Not Determined,False,pIC50,6.139999866485596|7.0,28760529
9672,P41182,1,Binding,Inhibitor,Selective,True,pKd,5.150000095367432,27482887
9675,P59540,1,Agonist,Agonist,Not Determined,False,pEC50,4.889999866485596,26406243
9675,P59544,1,Agonist,Agonist,Not Determined,False,pEC50,4.639999866485596,19817411
9675,Q9NYW2,1,Agonist,Agonist,Not Determined,False,pEC50,3.9600000381469727,32330040
9677,P19235,1,Agonist,Agonist,Selective,True,-,,
9678,P51679,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.800000190734863,28947948
9678,P51680,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.0,28947948
9679,P51679,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.600000381469727,28947948
9679,P51680,1,Antagonist,Antagonist,Not Determined,False,pIC50,9.0,28947948
968,P14416,1,Antagonist,Antagonist,Not Determined,False,pKi,6.920000076293945,8301582
968,P35462,1,Antagonist,Antagonist,Not Determined,False,pKi,6.519999980926514,8301582
9680,P51677,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.0,22931505
9681,Q15139,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.220000267028809,20684591
9682,Q6P179,1,Inhibition,Inhibitor,Non-selective,False,pKi,6.820000171661377,27390066
9682,Q9NZ08,1,Inhibition,Inhibitor,Non-selective,False,pKi,6.28000020980835,27390066
9683,Q6P179,1,Inhibition,Inhibitor,Selective,True,pKi,6.210000038146973,27390066
9683,Q9NZ08,1,Inhibition,Inhibitor,Not Determined,False,pKi,3.5999999046325684,27390066
9684,P23219,1,Inhibition,Inhibitor,Not Determined,False,pIC50,3.9800000190734863,29031075
9684,P35354,1,Inhibition,Inhibitor,Selective,False,pIC50,6.639999866485596,29031075
9686,P35869,1,Agonist,Agonist,Not Determined,True,pKd,,28595996
9687,O14672,1,Inhibition,Inhibitor,Selective,True,pIC50,5.28000020980835,20197648
9687,P78536,1,Inhibition,Inhibitor,Not Determined,False,pIC50,3.2699999809265137,20197648
9688,O43353,1,Inhibition,Inhibitor,Selective,True,pIC50,8.520000457763672,29057049
9689,P06756,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.099999904632568,14561098
969,P14416,1,Full agonist,Agonist,,False,pKi,,8301582|7756621
969,P35462,1,Full agonist,Agonist,,False,pKi,,8301582|7756621
9690,Q9NR97,1,Agonist,Agonist,Selective,True,pEC50,5.300000190734863,29152046
9691,P07949,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.119999885559082,29152045
9691,P09619,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.599999904632568,29152045
9691,P10721,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.0,29152045
9692,O00329,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.070000171661377,27082499
9692,O75716,1,Inhibition,Inhibitor,Selective,True,pIC50,6.53000020980835,27082499
9692,P42345,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.25,27082499
9692,P48736,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.059999942779541,27082499
9693,O15111,1,Inhibition,Inhibitor,Not Determined,False,pKi,7.349999904632568,26930276
9693,P43405,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.590000152587891,22815993
9693,Q12851,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.949999809265137,22815993
9694,Q14832,1,Negative,Allosteric modulator,Selective,True,pIC50,6.71999979019165,22607673
9696,O60674,1,Inhibition,Inhibitor,Non-selective,False,pIC50,7.760000228881836,
9696,P23458,1,Inhibition,Inhibitor,Non-selective,False,pIC50,8.020000457763672,
9696,P29597,1,Inhibition,Inhibitor,Non-selective,False,pIC50,7.119999885559082,
9696,P52333,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.019999980926514,
9697,O60674,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.170000076293945,
9697,P23458,1,Inhibition,Inhibitor,Selective,True,pIC50,8.180000305175781,
9697,P29597,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.659999847412109,
9697,P52333,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.389999866485596,
9698,Q05397,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.699999809265137,27527804
9698,Q9UM73,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.510000228881836,27527804
9699,O43318,1,Inhibition,Inhibitor,Non-selective,False,pIC50,7.300000190734863,28038940
97,P08908,1,Antagonist,Antagonist,,False,pIC50,,9048968
97,P14842,1,Antagonist,Antagonist,,False,pKi,9.2,11040033|10188965
97,P25100,1,Antagonist,Antagonist,,False,pKi,7.8,11459121
97,P28221,1,Antagonist,Antagonist,,False,pKi,7.6,8967979
97,P28222,1,Antagonist,Antagonist,,False,pIC50,,9303569|9605573
97,P28223,2,Antagonist,Antagonist,,False,pKi,8.3|9.4,10188965|15322733
97,P28335,1,Antagonist,Antagonist,,False,pKi,,15322733
97,P30966,1,Antagonist,Antagonist,,False,pKi,7.4,11343685
97,P30994,1,Antagonist,Antagonist,,False,pKi,8.3,8450835
97,P31388,1,Antagonist,Antagonist,,False,pKi,,7680751|9225298|9798944|9730917
97,P32305,1,Antagonist,Antagonist,,False,pKi,,8394362
97,P34969,1,Antagonist,Antagonist,,False,pKi,,11414657|8226867
97,P35348,1,Antagonist,Antagonist,,False,pKi,8.4,11459121
97,P35368,1,Antagonist,Antagonist,,False,pKi,8.0,11459121
97,P41595,1,Antagonist,Antagonist,,False,pKi,,15322733|10188965|9459568|10455251
97,P47898,1,Antagonist,Antagonist,,False,pKi,7.6,11343685
97,P50406,1,Antagonist,Antagonist,,False,pKi,,8522988|9730917|9284367
97,P59543,1,Agonist,Agonist,Not Determined,False,pEC50,5.21999979019165,26501253
970,P19020,1,Antagonist,Antagonist,,False,pKi,6.0,1975644
970,P35462,1,Antagonist,Antagonist,,False,pKi,,1354163|7473180
9700,O43318,1,Inhibition,Inhibitor,Non-selective,False,pIC50,8.619999885559082,28038940
9701,P61073,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.300000190734863,27938478
9702,Q13547,1,Inhibition,Inhibitor,Not Determined,False,pIC50,4.860000133514404,
9702,Q9BY41,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.090000152587891,
9702,Q9UBN7,1,Inhibition,Inhibitor,Selective,True,pIC50,7.849999904632568,
9703,P35400,1,Negative,Allosteric modulator,Selective,True,pIC50,6.119999885559082,29259756
9704,Q9NPH3|P14778,1,Inhibition,Inhibitor,Selective,True,pKd,10.520000457763672,28727604
9705,P20272,1,Agonist,Agonist,Not Determined,False,pKi,9.0,
9705,P21554,1,Agonist,Agonist,Not Determined,False,pEC50,7.420000076293945,25921407
9705,P34972,1,Agonist,Agonist,Not Determined,False,pEC50,7.230000019073486,25921407
9705,P47936,1,Agonist,Agonist,Not Determined,False,pKi,8.59000015258789,
9706,P21554,1,Full agonist,Agonist,Not Determined,False,pKi,8.0,10525107
9706,P34972,1,Full agonist,Agonist,Not Determined,False,pKi,8.5,10525107
9707,P14902,1,Inhibition,Inhibitor,Not Determined,False,-,,29531094
9709,O14684,2,Inhibition,Inhibitor,Not Determined|Selective,False,pIC50,6.739999771118164|7.050000190734863,24045148
9710,Q14145,4,Binding,,Not Determined,False,pEC50|pIC50|pKd,7.400000095367432|7.539999961853027|7.840000152587891|8.4399995803833,24512214|26258437|27215610
9711,P03372,1,Agonist,Agonist,Not Determined,False,pEC50,8.399999618530273,19464167
9712,P09619,1,Inhibition,Inhibitor,Not Determined,False,pKd,7.550000190734863,28580438
9712,P23458,1,Inhibition,Inhibitor,Not Determined,False,pKd,7.550000190734863,28580438
9712,P36888,1,Inhibition,Inhibitor,Selective,True,pKd,8.4399995803833,28580438
9713,P36897,1,Agonist,Agonist,Not Determined,False,pKd,6.460000038146973,29170498
9713,P37173,1,Agonist,Agonist,Not Determined,False,pKd,5.53000020980835,29170498
9714,P46092,1,Antagonist,Antagonist,Selective,False,pIC50,9.0,27692854
9714,Q9JL21,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.599999904632568,27692854
9715,P04150,1,Agonist,Agonist,Not Determined,False,pIC50,7.150000095367432,25516791
9717,P34913,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.149999618530273,19758802
9718,P34913,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.960000038146973,
9719,P20701,1,Binding,Inhibitor,Not Determined,False,pKd,8.050000190734863,
9720,P20701,1,Binding,Inhibitor,Not Determined,False,pKd,7.590000152587891,10553036
9721,A0A143ZZK9,1,,,Not Determined,False,pIC50,9.149999618530272,20813948
9723,A0A143ZZK9,1,,,Not Determined,False,pEC50,7.519999980926514,25453091
9724,P43220,2,Agonist,Agonist,Selective,True,pEC50|pIC50,11.210000038146973|9.420000076293944,26308095
9725,Q96RI1,1,Agonist,Agonist,Selective,False,pEC50,9.699999809265137,29148806
9728,O00329,1,Inhibition,Inhibitor,Selective,True,pIC50,7.300000190734863,
9728,P42336,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.300000190734863,
9728,P42338,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.300000190734863,
9728,P48736,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.300000190734863,
973,P30729,1,Partial agonist,Agonist,,False,pKi,9.4,15448188
9730,Q16602|O60894,1,Antagonist,Antagonist,Not Determined,False,pKi,10.81999969482422,
9731,P04150,1,Agonist,Agonist,Non-selective,False,-,,
9731,P08235,1,Agonist,Agonist,Non-selective,False,-,,
9732,P18031,1,Inhibition,Inhibitor,Selective,True,pIC50,6.199999809265137,23364683
9733,P18031,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.0,20075852
9734,Q92847,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.220000267028809,29233536
9735,Q6UXV0,1,Agonist,Agonist,Not Determined,False,pKd,7.599999904632568,28846098
9737,Q8IKW5,1,,,Not Determined,False,pEC50,9.0,26085270
974,P30729,2,Antagonist|Partial agonist,Agonist|Antagonist,,False,pKi,9.0,15448188
9741,Q9HC97,4,Antagonist,Antagonist,Not Determined,False,pIC50|pKi,4.980000019073486|6.699999809265137|7.369999885559082|7.889999866485596,20826425|23888932
9742,Q9HC97,1,Agonist,Agonist,Not Determined,False,pKi,9.229999542236328,23888932
9743,Q9HC97,1,Agonist,Agonist,Not Determined,False,pEC50,9.0,29068046
9744,P00740,1,Binding,Antibody,Not Determined,False,pKd,5.800000190734863,28451690
9744,P00742,1,Binding,Antibody,Not Determined,False,pKd,5.730000019073486,28451690
9745,Q92847,1,Agonist,Agonist,Selective,True,pIC50,7.809999942779541,12240910
9746,P21730,1,Inverse agonist,Agonist,Not Determined,False,pIC50,7.940000057220459,18753409
9747,P41146,1,Agonist,Agonist,Selective,False,pKi,8.960000038146973,29232769
9748,P33535,1,Positive,Allosteric modulator,Not Determined,False,pKi,7.199999809265137,29233847
9748,P41143,1,Positive,Allosteric modulator,Not Determined,False,pKi,8.149999618530273,
9749,Q13546,1,Inhibition,Inhibitor,Selective,True,pKd,6.400000095367432,29018243
975,P30729,1,Partial agonist,Agonist,Selective,False,pKi,8.800000190734863,15448188
9750,P14902,1,Inhibition,Inhibitor,Not Determined,False,pKi,4.940000057220459,15711557
9750,Q13546,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.309999942779541,18408713
9751,Q13546,1,Inhibition,Inhibitor,Not Determined,False,pKd,7.429999828338623,9736715
9752,Q06187,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.0,
9753,Q16853,2,Irreversible inhibition,Inhibitor,Selective,True,pIC50|pKi,7.429999828338623|8.520000457763672,23943052
9754,P19643,1,Irreversible inhibition,Inhibitor,Not Determined,False,pIC50,8.4399995803833,2597310
9754,Q16853,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.739999771118164,23943052
9755,P21731,2,Antagonist,Antagonist,Not Determined,False,pIC50,5.920000076293945|6.699999809265137,14560042
9759,P41145,1,Agonist,Agonist,Not Determined,False,pKi,9.479999542236328,29307491
9760,P47871,1,Agonist,Agonist,Not Determined,False,pIC50,7.269999980926514,29300013
9761,P42680,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.470000267028809,26006010
9761,P42681,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.389999866485596,26006010
9761,P51451,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.170000076293945,26006010
9761,P51813,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.119999885559082,26006010
9761,Q06187,1,Inhibition,Inhibitor,Selective,True,pIC50,8.720000267028809,26006010
9761,Q15303,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.190000057220459,26006010
9762,Q64610,2,Inhibition,Inhibitor,Selective,True,pIC50,7.570000171661377|8.0,29197066
9763,Q05397,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.699999809265137,
9763,Q14289,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.699999809265137,
9764,P43405,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.869999885559082,
9765,P00533,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.510000228881836,28287730
9766,P78527,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.520000457763672,
9767,P11362,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.0,
9767,P21802,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.0,
9767,P22607,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.0,
9768,P22455,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.720000267028809,
9769,P11362,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.28000020980835,
9769,P35968,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.679999828338623,
977,P30729,1,Antagonist,Antagonist,,False,pKi,9.5,15448188
9772,P21554,1,Agonist,Agonist,Non-selective,False,pKi,7.489999771118164,23865723|9379442
9772,P34972,1,Agonist,Agonist,Non-selective,False,pKi,6.769999980926514,23865723|9379442
9774,Q7Z2W7,1,Antagonist,Antagonist,Not Determined,False,pIC50,9.050000190734863,
9776,Q08499,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.300000190734863,
9777,P55899,1,Binding,Antibody,Selective,True,-,,
9779,P23946,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.149999618530273,21128860|17895529
978,P30729,1,Antagonist,Antagonist,,False,pKi,10.0,10617689
9780,Q91XA9,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.71999979019165,29283260
9780,Q9BZP6,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.849999904632568,29283260
9781,Q99788,1,Antagonist,Antagonist,Not Determined,False,pIC50,6.429999828338623,25437209
9782,Q9UDY8,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.289999961853027,23946259
9783,Q8TDD5,1,Activation,Activator,Not Determined,False,-,,
9783,Q9GZU1,2,Activation,Activator,Not Determined,False,pEC50,6.960000038146973|7.0,25119295
9784,Q99788,1,Agonist,Agonist,Not Determined,False,pIC50,8.260000228881836,14530373|24659779
9785,P11362,1,Inhibition,Inhibitor,Non-selective,False,pIC50,8.350000381469727,27627808
9785,P21802,1,Inhibition,Inhibitor,Non-selective,False,pIC50,8.739999771118164,27627808
9785,P22607,1,Inhibition,Inhibitor,Non-selective,False,pIC50,8.350000381469727,27627808
9786,P11362,1,Inhibition,Inhibitor,Non-selective,False,pIC50,8.4399995803833,
9786,P21802,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.960000038146973,
9786,P22455,1,Inhibition,Inhibitor,Non-selective,False,pIC50,8.470000267028809,
9786,P22607,1,Inhibition,Inhibitor,Non-selective,False,pIC50,9.300000190734863,
9787,P09619,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.25,25169980
9787,P11362,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.039999961853027,25169980
9787,P21802,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.119999885559082,25169980
9787,P22455,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.539999961853027,25169980
9787,P22607,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.659999847412109,25169980
9788,P11362,2,Inhibition,Inhibitor,Not Determined,False,pIC50,8.819999694824219|9.220000267028809,28665128
9788,P21802,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.890000343322754,28665128
9788,P22455,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.710000038146973,28665128
9788,P22607,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.390000343322754,28665128
9789,P11362,1,Inhibition,Inhibitor,Not Determined,False,pKi,7.909999847412109,
9789,P22607,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.610000133514404,
979,P30729,1,Antagonist,Antagonist,,False,pKi,9.5,15448188
9790,P11309,1,Inhibition,Inhibitor,Not Determined,False,pKi,11.220000267028809,26505898
9790,Q86V86,1,Inhibition,Inhibitor,Not Determined,False,pKi,11.050000190734863,26505898
9790,Q9P1W9,1,Inhibition,Inhibitor,Not Determined,False,pKi,10.739999771118164,26505898
9791,Q13822,1,Inhibition,Inhibitor,Selective,True,pIC50,8.65999984741211,29259743
9791,Q64610,1,Inhibition,Inhibitor,Selective,True,pIC50,8.470000267028809,29259743
9792,P00519,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.3100004196167,25394714
9794,P23946,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.050000190734863,29191554
9795,Q9NR97,2,Inhibition,Inhibitor,Selective,False,pIC50|pKd,6.659999847412109|7.170000076293945,29155428
9796,Q13093,2,Inhibition,Inhibitor,Not Determined,False,pIC50,6.920000076293945|7.489999771118164,27933945
9797,Q13093,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.849999904632568,29193967
9798,P47869,1,Positive,Allosteric modulator,Not Determined,False,pKi,8.609999656677246,
9799,P21554,2,Inverse agonist,Agonist,Not Determined,False,pEC50|pKi,6.039999961853027|6.699999809265137,15664857|16258021
9799,P34972,2,Inverse agonist,Agonist,Selective,True,pKi,8.739999771118164|9.399999618530272,15664857|16258021
98,P08908,1,Antagonist,Antagonist,,False,pKi,,9760039|8935801
98,P14416,1,Antagonist,Antagonist,Not Determined,True,pKi,,12629531|12176106
98,P21917,1,Antagonist,Antagonist,Not Determined,True,pKi,,16135699|9577836|9015795
98,P28221,1,Antagonist,Antagonist,,False,pKi,7.2,8935801
98,P28222,1,Antagonist,Antagonist,,False,pKi,7.0,8935801
98,P28223,1,Antagonist,Antagonist,Not Determined,True,pKi,,8935801|12629531|12176106
98,P28335,1,Inverse agonist,Antagonist,Not Determined,True,pKi,,12629531|10991983
98,P28566,1,Antagonist,Antagonist,,False,pKi,6.4,8935801
98,P30939,1,Antagonist,Antagonist,,False,pKi,6.4,8935801
