Type,gtp_family_id,gtp_family_name,gtp_target_id,gtp_target_name,hgnc_symbol,target_uniprot
enzyme,860,M20: Carnosine dipeptidase,1603,Carnosine dipeptidase 1 (metallopeptidase M20 family),CNDP1,Q96KN2
enzyme,860,M20: Carnosine dipeptidase,1604,Carnosine dipeptidase 2,CNDP2,Q96KP4
enzyme,746,M24: Methionyl aminopeptidase,1572,Methionyl aminopeptidase 1,METAP1,P53582
enzyme,746,M24: Methionyl aminopeptidase,1573,Methionyl aminopeptidase 2,METAP2,P50579
enzyme,746,M24: Methionyl aminopeptidase,1574,Methionyl aminopeptidase type 1D (mitochondrial),METAP1D,Q6UB28
enzyme,746,M24: Methionyl aminopeptidase,2389,peptidase D,PEPD,P12955
enzyme,746,M24: Methionyl aminopeptidase,1578,X-prolyl aminopeptidase 1,XPNPEP1,Q9NQW7
enzyme,746,M24: Methionyl aminopeptidase,1579,X-prolyl aminopeptidase 2,XPNPEP2,O43895
enzyme,746,M24: Methionyl aminopeptidase,1580,X-prolyl aminopeptidase 3,XPNPEP3,Q9NQH7
enzyme,748,M28: Aminopeptidase Y,1607,Folate hydrolase 1B,FOLH1B,Q9HBA9
enzyme,748,M28: Aminopeptidase Y,1606,Folate hydrolase (prostate-specific membrane antigen) 1,FOLH1,Q04609
enzyme,748,M28: Aminopeptidase Y,2411,glutaminyl-peptide cyclotransferase,QPCT,Q16769
enzyme,748,M28: Aminopeptidase Y,3289,glutaminyl-peptide cyclotransferase like,QPCTL,Q9NXS2
enzyme,748,M28: Aminopeptidase Y,1608,N-Acetylated &alpha;-linked acidic dipeptidase-like 1,NAALADL1,Q9UQQ1
enzyme,748,M28: Aminopeptidase Y,1609,N-Acetylated &alpha;-linked acidic dipeptidase 2,NAALAD2,Q9Y3Q0
enzyme,741,M2: Angiotensin-converting enzymes (ACE and ACE2),1613,Angiotensin-converting enzyme,ACE,P12821
enzyme,741,M2: Angiotensin-converting enzymes (ACE and ACE2),1614,Angiotensin-converting enzyme 2,ACE2,Q9BYF1
enzyme,742,M49: Dipeptidyl-peptidase III,2355,dipeptidyl peptidase 3,DPP3,Q9NY33
enzyme,750,M67: PSMD14 peptidase,2410,"proteasome 26S subunit, non-ATPase 14",PSMD14,O00487
enzyme,736,M79: Prenyl protease 2,2412,Ras converting CAAX endopeptidase 1,RCE1,Q9Y256
enzyme,512,MAPKAPK subfamily,2094,MAPK activated protein kinase 2,MAPKAPK2,P49137
enzyme,512,MAPKAPK subfamily,2095,MAPK activated protein kinase 3,MAPKAPK3,Q16644
enzyme,512,MAPKAPK subfamily,2096,MAPK activated protein kinase 5,MAPKAPK5,Q8IW41
enzyme,479,MARK subfamily,2097,microtubule affinity regulating kinase 1,MARK1,Q9P0L2
enzyme,479,MARK subfamily,2098,microtubule affinity regulating kinase 2,MARK2,Q7KZI7
enzyme,479,MARK subfamily,2099,microtubule affinity regulating kinase 3,MARK3,P27448
enzyme,479,MARK subfamily,2100,microtubule affinity regulating kinase 4,MARK4,Q96L34
enzyme,583,MAST family,1510,Microtubule associated serine/threonine kinase 1,MAST1,Q9Y2H9
enzyme,583,MAST family,1511,Microtubule associated serine/threonine kinase 2,MAST2,Q6P0Q8
enzyme,583,MAST family,1512,Microtubule associated serine/threonine kinase 3,MAST3,O60307
enzyme,583,MAST family,1513,Microtubule associated serine/threonine kinase 4,MAST4,O15021
enzyme,583,MAST family,1514,Microtubule associated serine/threonine kinase-like,MASTL,Q96GX5
enzyme,480,MELK subfamily,2102,maternal embryonic leucine zipper kinase,MELK,Q14680
enzyme,1042,Membrane bound O-acyltransferases,3145,porcupine O-acyltransferase,PORCN,Q9H237
enzyme,1041,Metal-dependent protein phosphatase (PPM) family,3134,"protein phosphatase, Mg2+/Mn2+ dependent 1D",PPM1D,O15297
enzyme,473,Meta subfamily,1956,calcium/calmodulin dependent protein kinase kinase 1,CAMKK1,Q8N5S9
enzyme,473,Meta subfamily,1957,calcium/calmodulin dependent protein kinase kinase 2,CAMKK2,Q96RR4
enzyme,1027,Methionine turnover,3099,5-methyltetrahydrofolate-homocysteine methyltransferase,MTR,Q99707
enzyme,1038,Mitofusin proteins,3130,mitofusin 1,MFN1,Q8IWA4
enzyme,1038,Mitofusin proteins,3131,mitofusin 2,MFN2,O95140
enzyme,513,MKN subfamily,2104,MAPK interacting serine/threonine kinase 1,MKNK1,Q9BUB5
enzyme,513,MKN subfamily,2105,MAPK interacting serine/threonine kinase 2,MKNK2,Q9HBH9
enzyme,524,MLK subfamily,2084,mitogen-activated protein kinase kinase kinase 9,MAP3K9,P80192
enzyme,524,MLK subfamily,2070,mitogen-activated protein kinase kinase kinase 10,MAP3K10,Q02779
enzyme,524,MLK subfamily,2071,mitogen-activated protein kinase kinase kinase 11,MAP3K11,Q16584
enzyme,524,MLK subfamily,2289,ZAK sterile alpha motif and leucine zipper containing kinase AZK,MAP3K20,Q9NYL2
enzyme,1096,Mono-ADP-ribosylating PARPs,2864,poly (ADP-ribose) polymerase 3,PARP3,Q9Y6F1
enzyme,1096,Mono-ADP-ribosylating PARPs,3266,TCDD inducible poly(ADP-ribose) polymerase,TIPARP,Q7Z3E1
enzyme,1096,Mono-ADP-ribosylating PARPs,3267,poly(ADP-ribose) polymerase family member 10,PARP10,Q53GL7
enzyme,1096,Mono-ADP-ribosylating PARPs,3268,poly(ADP-ribose) polymerase family member 11,PARP11,Q9NR21
enzyme,1096,Mono-ADP-ribosylating PARPs,3269,poly(ADP-ribose) polymerase family member 14,PARP14,Q460N5
enzyme,1096,Mono-ADP-ribosylating PARPs,3270,poly(ADP-ribose) polymerase family member 15,PARP15,Q460N3
enzyme,584,MOS family,2108,"MOS proto-oncogene, serine/threonine kinase",MOS,P00540
enzyme,539,MSK subfamily,1523,ribosomal protein S6 kinase A5,RPS6KA5,O75582
enzyme,539,MSK subfamily,1524,ribosomal protein S6 kinase A4,RPS6KA4,O75676
enzyme,544,MSN subfamily,2088,mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4,O95819
enzyme,544,MSN subfamily,2103,misshapen like kinase 1,MINK1,Q8N4C8
enzyme,544,MSN subfamily,2128,Nik related kinase,NRK,Q7Z2Y5
enzyme,544,MSN subfamily,2244,TRAF2 and NCK interacting kinase,TNIK,Q9UKE5
enzyme,545,MST subfamily,2219,serine/threonine kinase 3,STK3,Q13188
enzyme,545,MST subfamily,2225,serine/threonine kinase 4,STK4,Q13043
enzyme,585,Myosin Light Chain Kinase (MLCK) family,1552,myosin light chain kinase,MYLK,Q15746
enzyme,585,Myosin Light Chain Kinase (MLCK) family,1553,myosin light chain kinase 2,MYLK2,Q9H1R3
enzyme,585,Myosin Light Chain Kinase (MLCK) family,2110,myosin light chain kinase 3,MYLK3,Q32MK0
enzyme,585,Myosin Light Chain Kinase (MLCK) family,2111,myosin light chain kinase family member 4,MYLK4,Q86YV6
enzyme,585,Myosin Light Chain Kinase (MLCK) family,2265,titin,TTN,Q8WZ42
enzyme,993,NADPH oxidases,3000,dual oxidase 1,DUOX1,Q9NRD9
enzyme,993,NADPH oxidases,2999,dual oxidase 2,DUOX2,Q9NRD8
enzyme,993,NADPH oxidases,3001,NADPH oxidase 1,NOX1,Q9Y5S8
enzyme,993,NADPH oxidases,3002,cytochrome b-245 beta chain,CYBB,P04839
enzyme,993,NADPH oxidases,3003,NADPH oxidase 3,NOX3,Q9HBY0
enzyme,993,NADPH oxidases,3004,NADPH oxidase 4,NOX4,Q9NPH5
enzyme,993,NADPH oxidases,3005,NADPH oxidase 5,NOX5,Q96PH1
enzyme,586,NAK family,1921,AP2 associated kinase 1,AAK1,Q2M2I8
enzyme,586,NAK family,2213,serine/threonine kinase 16,STK16,O75716
enzyme,587,NDR family,1515,large tumor suppressor kinase 1,LATS1,O95835
enzyme,587,NDR family,1516,large tumor suppressor kinase 2,LATS2,Q9NRM7
enzyme,587,NDR family,1517,Serine/threonine kinase 38,STK38,Q15208
enzyme,587,NDR family,1518,Serine/threonine kinase 38 like,STK38L,Q9Y2H1
enzyme,770,Neutral ceramidases,2492,N-acylsphingosine amidohydrolase 2,ASAH2,Q9NR71
enzyme,770,Neutral ceramidases,2493,N-acylsphingosine amidohydrolase 2B,ASAH2B,P0C7U1
enzyme,772,Neutral sphingomyelinase coupling factors,2487,embryonic ectoderm development,EED,O75530
enzyme,772,Neutral sphingomyelinase coupling factors,2495,neutral sphingomyelinase activation associated factor,NSMAF,Q92636
enzyme,700,NIM1 subfamily,2291,serine/threonine-protein kinase NIM1,NIM1K,Q8IY84
enzyme,588,NIMA (never in mitosis gene a)- related kinase (NEK) family,2114,NIMA related kinase 1,NEK1,Q96PY6
enzyme,588,NIMA (never in mitosis gene a)- related kinase (NEK) family,2117,NIMA related kinase 2,NEK2,P51955
enzyme,588,NIMA (never in mitosis gene a)- related kinase (NEK) family,2118,NIMA related kinase 3,NEK3,P51956
enzyme,588,NIMA (never in mitosis gene a)- related kinase (NEK) family,2119,NIMA related kinase 4,NEK4,P51957
enzyme,588,NIMA (never in mitosis gene a)- related kinase (NEK) family,2120,NIMA related kinase 5,NEK5,Q6P3R8
enzyme,588,NIMA (never in mitosis gene a)- related kinase (NEK) family,2121,NIMA related kinase 6,NEK6,Q9HC98
enzyme,588,NIMA (never in mitosis gene a)- related kinase (NEK) family,2122,NIMA related kinase 7,NEK7,Q8TDX7
enzyme,588,NIMA (never in mitosis gene a)- related kinase (NEK) family,2123,NIMA related kinase 8,NEK8,Q86SG6
enzyme,588,NIMA (never in mitosis gene a)- related kinase (NEK) family,2124,NIMA related kinase 9,NEK9,Q8TD19
enzyme,588,NIMA (never in mitosis gene a)- related kinase (NEK) family,2115,NIMA related kinase 10,NEK10,Q6ZWH5
enzyme,588,NIMA (never in mitosis gene a)- related kinase (NEK) family,2116,NIMA related kinase 11,NEK11,Q8NG66
enzyme,546,NinaC subfamily,2112,myosin IIIA,MYO3A,Q8NEV4
enzyme,546,NinaC subfamily,2113,myosin IIIB,MYO3B,Q8WXR4
enzyme,253,Nitric oxide synthases,1249,Endothelial NOS,NOS3,P29474
enzyme,253,Nitric oxide synthases,1250,Inducible NOS,NOS2,P35228
enzyme,253,Nitric oxide synthases,1251,Neuronal NOS,NOS1,P29475
enzyme,589,NKF1 family,2193,SH3 domain binding kinase 1,SBK1,Q52WX2
enzyme,589,NKF1 family,2194,SH3 domain binding kinase family member 2,SBK2,P0C263
enzyme,589,NKF1 family,2290,sugen kinase 110,SBK3,P0C264
enzyme,590,NKF2 family,2161,PTEN induced kinase 1,PINK1,Q9BXM7
enzyme,591,NKF4 family,2141,PDLIM1 interacting kinase 1 like,PDIK1L,Q8N165
enzyme,591,NKF4 family,2222,serine/threonine kinase 35,STK35,Q8TDR2
enzyme,592,NKF5 family,2241,"testis expressed 14, intercellular bridge forming factor",TEX14,Q8IWB6
enzyme,520,nmo subfamily,2125,nemo like kinase,NLK,Q9UBE8
enzyme,1107,N-myristoyltransferases,3308,N-myristoyltransferase 1,NMT1,P30419
enzyme,1107,N-myristoyltransferases,3309,N-myristoyltransferase 2,NMT2,O60551
enzyme,593,NRBP family,2126,nuclear receptor binding protein 1,NRBP1,Q9UHY1
enzyme,593,NRBP family,2127,nuclear receptor binding protein 2,NRBP2,Q9NSY0
enzyme,481,NuaK subfamily,2129,NUAK family kinase 1,NUAK1,O60285
enzyme,481,NuaK subfamily,2130,"NUAK family, SNF1-like kinase, 2",NUAK2,Q9H093
enzyme,920,Nucleoside synthesis and metabolism,2603,dihydrofolate reductase,DHFR,P00374
enzyme,920,Nucleoside synthesis and metabolism,2612,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",GART,P22102
enzyme,920,Nucleoside synthesis and metabolism,2604,dihydroorotate dehydrogenase (quinone),DHODH,Q02127
enzyme,920,Nucleoside synthesis and metabolism,2624,inosine monophosphate dehydrogenase 1,IMPDH1,P20839
enzyme,920,Nucleoside synthesis and metabolism,2625,inosine monophosphate dehydrogenase 2,IMPDH2,P12268
enzyme,920,Nucleoside synthesis and metabolism,2642,thymidylate synthetase,TYMS,P04818
enzyme,920,Nucleoside synthesis and metabolism,2841,purine nucleoside phosphorylase,PNP,P00491
enzyme,920,Nucleoside synthesis and metabolism,2646,xanthine dehydrogenase,XDH,P47989
enzyme,920,Nucleoside synthesis and metabolism,2630,ribonucleotide reductase catalytic subunit M1,RRM1,P23921
enzyme,920,Nucleoside synthesis and metabolism,2631,ribonucleotide reductase regulatory subunit M2,RRM2,P31350
enzyme,920,Nucleoside synthesis and metabolism,2754,ribonucleotide reductase regulatory TP53 inducible subunit M2B,RRM2B,Q7LG56
enzyme,1029,Nucleotide turnover,3215,CTP synthase 1,CTPS1,P17812
enzyme,1029,Nucleotide turnover,3216,CTP synthase 2,CTPS2,Q9NRF8
enzyme,1029,Nucleotide turnover,3102,dihydropyrimidine dehydrogenase,DPYD,Q12882
enzyme,594,Numb-associated kinase (NAK) family,1941,BMP2 inducible kinase,BMP2K,Q9NSY1
enzyme,594,Numb-associated kinase (NAK) family,2027,cyclin G associated kinase,GAK,O14976
enzyme,508,Opsin/rhodopsin kinases,1465,G protein-coupled receptor kinase 1,GRK1,Q15835
enzyme,508,Opsin/rhodopsin kinases,1471,G protein-coupled receptor kinase 7,GRK7,Q8WTQ7
enzyme,556,Other alpha kinase family kinases,1930,alpha kinase 1,ALPK1,Q96QP1
enzyme,556,Other alpha kinase family kinases,1931,alpha kinase 3,ALPK3,Q96L96
enzyme,573,Other DMPK family kinases,1509,citron rho-interacting serine/threonine kinase,CIT,O14578
enzyme,597,Other PEK family kinases,2015,eukaryotic translation initiation factor 2 alpha kinase 1,EIF2AK1,Q9BQI3
enzyme,597,Other PEK family kinases,2016,eukaryotic translation initiation factor 2 alpha kinase 2,EIF2AK2,P19525
enzyme,598,Other PIKK family kinases,1934,ATM serine/threonine kinase,ATM,Q13315
enzyme,598,Other PIKK family kinases,2800,"protein kinase, DNA-activated, catalytic subunit",PRKDC,P78527
enzyme,595,Other-unique family,1951,serine/threonine kinase like domain containing 1,STKLD1,Q8NE28
enzyme,595,Other-unique family,2008,dual serine/threonine and tyrosine protein kinase,DSTYK,Q6XUX3
enzyme,595,Other-unique family,2220,serine/threonine kinase 31,STK31,Q9BXU1
enzyme,595,Other-unique family,2270,U2AF homology motif kinase 1,UHMK1,Q8TAS1
enzyme,519,p38 subfamily,1499,mitogen-activated protein kinase 14,MAPK14,Q16539
enzyme,519,p38 subfamily,1500,mitogen-activated protein kinase 11,MAPK11,Q15759
enzyme,519,p38 subfamily,1501,mitogen-activated protein kinase 12,MAPK12,P53778
enzyme,519,p38 subfamily,1502,mitogen-activated protein kinase 13,MAPK13,O15264
enzyme,540,p70 subfamily,1525,ribosomal protein S6 kinase B1,RPS6KB1,P23443
enzyme,540,p70 subfamily,1526,ribosomal protein S6 kinase B2,RPS6KB2,Q9UBS0
enzyme,547,PAKA subfamily,2133,p21 (RAC1) activated kinase 1,PAK1,Q13153
enzyme,547,PAKA subfamily,2134,p21 (RAC1) activated kinase 2,PAK2,Q13177
enzyme,547,PAKA subfamily,2135,p21 (RAC1) activated kinase 3,PAK3,O75914
enzyme,548,PAKB subfamily,2136,p21 (RAC1) activated kinase 4,PAK4,O96013
enzyme,548,PAKB subfamily,2138,p21 (RAC1) activated kinase 5,PAK5,Q9P286
enzyme,548,PAKB subfamily,2137,p21 (RAC1) activated kinase 6,PAK6,Q9NQU5
enzyme,1018,Paraoxonase (PON) family,3052,paraoxonase 1,PON1,P27169
enzyme,1018,Paraoxonase (PON) family,3053,paraoxonase 2,PON2,Q15165
enzyme,1018,Paraoxonase (PON) family,3054,paraoxonase 3,PON3,Q15166
enzyme,482,PASK subfamily,2139,PAS domain containing serine/threonine kinase,PASK,Q96RG2
enzyme,596,PDHK family,2915,pyruvate dehydrogenase kinase 1,PDK1,Q15118
enzyme,596,PDHK family,2142,pyruvate dehydrogenase kinase 2,PDK2,Q15119
enzyme,596,PDHK family,2143,pyruvate dehydrogenase kinase 3,PDK3,Q15120
enzyme,596,PDHK family,2144,pyruvate dehydrogenase kinase 4,PDK4,Q16654
enzyme,604,PDK1 family,1519,3-phosphoinositide dependent protein kinase 1,PDPK1,O15530
enzyme,527,PEK subfamily,2017,eukaryotic translation initiation factor 2 alpha kinase 3,EIF2AK3,Q9NZJ5
enzyme,845,Peptidyl-prolyl cis/trans isomerases,2609,FKBP prolyl isomerase 1A,FKBP1A,P62942
enzyme,845,Peptidyl-prolyl cis/trans isomerases,3177,FKBP prolyl isomerase 8,FKBP8,Q14318
enzyme,845,Peptidyl-prolyl cis/trans isomerases,3175,FKBP prolyl isomerase 5,FKBP5,Q13451
enzyme,845,Peptidyl-prolyl cis/trans isomerases,3176,FKBP prolyl isomerase 4,FKBP4,Q02790
enzyme,845,Peptidyl-prolyl cis/trans isomerases,3178,FKBP prolyl isomerase like,FKBPL,Q9UIM3
enzyme,845,Peptidyl-prolyl cis/trans isomerases,3171,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",PIN1,Q13526
enzyme,845,Peptidyl-prolyl cis/trans isomerases,2751,peptidylprolyl isomerase A,PPIA,P62937
enzyme,845,Peptidyl-prolyl cis/trans isomerases,3179,peptidylprolyl isomerase D,PPID,Q08752
enzyme,276,Phosphatidylcholine-specific phospholipase D,1433,PLD1,PLD1,Q13393
enzyme,276,Phosphatidylcholine-specific phospholipase D,1434,PLD2,PLD2,O14939
enzyme,672,Phosphatidylinositol 3-kinase family,2152,phosphatidylinositol 3-kinase catalytic subunit type 3,PIK3C3,Q8NEB9
enzyme,673,"Phosphatidylinositol-4,5-bisphosphate 3-kinase family",2153,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",PIK3CA,P42336
enzyme,673,"Phosphatidylinositol-4,5-bisphosphate 3-kinase family",2154,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",PIK3CB,P42338
enzyme,673,"Phosphatidylinositol-4,5-bisphosphate 3-kinase family",2156,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",PIK3CG,P48736
enzyme,673,"Phosphatidylinositol-4,5-bisphosphate 3-kinase family",2155,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",PIK3CD,O00329
enzyme,671,Phosphatidylinositol-4-phosphate 3-kinase family,2150,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,PIK3C2A,O00443
enzyme,671,Phosphatidylinositol-4-phosphate 3-kinase family,2151,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,PIK3C2B,O00750
enzyme,671,Phosphatidylinositol-4-phosphate 3-kinase family,2288,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,PIK3C2G,O75747
enzyme,781,Phosphatidylinositol kinases,2148,phosphatidylinositol 4-kinase alpha,PI4KA,P42356
enzyme,781,Phosphatidylinositol kinases,2149,phosphatidylinositol 4-kinase beta,PI4KB,Q9UBF8
enzyme,781,Phosphatidylinositol kinases,2498,phosphatidylinositol 4-kinase type 2 alpha,PI4K2A,Q9BTU6
enzyme,781,Phosphatidylinositol kinases,2499,phosphatidylinositol 4-kinase type 2 beta,PI4K2B,Q8TCG2
enzyme,781,Phosphatidylinositol kinases,2150,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,PIK3C2A,O00443
enzyme,781,Phosphatidylinositol kinases,2151,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,PIK3C2B,O00750
enzyme,781,Phosphatidylinositol kinases,2288,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,PIK3C2G,O75747
enzyme,781,Phosphatidylinositol kinases,2152,phosphatidylinositol 3-kinase catalytic subunit type 3,PIK3C3,Q8NEB9
enzyme,781,Phosphatidylinositol kinases,2153,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",PIK3CA,P42336
enzyme,781,Phosphatidylinositol kinases,2154,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",PIK3CB,P42338
enzyme,781,Phosphatidylinositol kinases,2156,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",PIK3CG,P48736
enzyme,781,Phosphatidylinositol kinases,2155,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",PIK3CD,O00329
enzyme,781,Phosphatidylinositol kinases,2503,phosphoinositide-3-kinase regulatory subunit 1,PIK3R1,P27986
enzyme,781,Phosphatidylinositol kinases,2504,phosphoinositide-3-kinase regulatory subunit 2,PIK3R2,O00459
enzyme,781,Phosphatidylinositol kinases,2505,phosphoinositide-3-kinase regulatory subunit 3,PIK3R3,Q92569
enzyme,781,Phosphatidylinositol kinases,2157,phosphoinositide-3-kinase regulatory subunit 4,PIK3R4,Q99570
enzyme,781,Phosphatidylinositol kinases,2506,phosphoinositide-3-kinase regulatory subunit 5,PIK3R5,Q8WYR1
enzyme,781,Phosphatidylinositol kinases,2507,phosphoinositide-3-kinase regulatory subunit 6,PIK3R6,Q5UE93
enzyme,782,Phosphatidylinositol phosphate kinases,2164,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,PIP5K1A,Q99755
enzyme,782,Phosphatidylinositol phosphate kinases,2500,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,PIP5K1B,O14986
enzyme,782,Phosphatidylinositol phosphate kinases,2165,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,PIP5K1C,O60331
enzyme,782,Phosphatidylinositol phosphate kinases,2858,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,PIP4K2A,P48426
enzyme,782,Phosphatidylinositol phosphate kinases,2162,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,PIP4K2B,P78356
enzyme,782,Phosphatidylinositol phosphate kinases,2163,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,PIP4K2C,Q8TBX8
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1294,phosphodiesterase 1A,PDE1A,P54750
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1295,phosphodiesterase 1B,PDE1B,Q01064
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1296,phosphodiesterase 1C,PDE1C,Q14123
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1297,phosphodiesterase 2A,PDE2A,O00408
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1298,phosphodiesterase 3A,PDE3A,Q14432
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1299,phosphodiesterase 3B,PDE3B,Q13370
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1300,phosphodiesterase 4A,PDE4A,P27815
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1301,phosphodiesterase 4B,PDE4B,Q07343
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1302,phosphodiesterase 4C,PDE4C,Q08493
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1303,phosphodiesterase 4D,PDE4D,Q08499
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1304,phosphodiesterase 5A,PDE5A,O76074
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1312,phosphodiesterase 6A,PDE6A,P16499
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1313,phosphodiesterase 6B,PDE6B,P35913
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1314,phosphodiesterase 6C,PDE6C,P51160
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1315,phosphodiesterase 6D,PDE6D,O43924
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1316,phosphodiesterase 6G,PDE6G,P18545
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1317,phosphodiesterase 6H,PDE6H,Q13956
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1305,phosphodiesterase 7A,PDE7A,Q13946
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1306,phosphodiesterase 7B,PDE7B,Q9NP56
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1307,phosphodiesterase 8A,PDE8A,O60658
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1308,phosphodiesterase 8B,PDE8B,O95263
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1309,phosphodiesterase 9A,PDE9A,O76083
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1310,phosphodiesterase 10A,PDE10A,Q9Y233
enzyme,260,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",1311,phosphodiesterase 11A,PDE11A,Q9HCR9
enzyme,1070,Phosphodiesterases (other),3207,phosphodiesterase 12,PDE12,Q6L8Q7
enzyme,274,Phosphoinositide-specific phospholipase C,1403,PLC&beta;1,PLCB1,Q9NQ66
enzyme,274,Phosphoinositide-specific phospholipase C,1404,PLC&beta;2,PLCB2,Q00722
enzyme,274,Phosphoinositide-specific phospholipase C,1405,PLC&beta;3,PLCB3,Q01970
enzyme,274,Phosphoinositide-specific phospholipase C,1406,PLC&beta;4,PLCB4,Q15147
enzyme,274,Phosphoinositide-specific phospholipase C,1407,PLC&gamma;1,PLCG1,P19174
enzyme,274,Phosphoinositide-specific phospholipase C,1408,PLC&gamma;2,PLCG2,P16885
enzyme,274,Phosphoinositide-specific phospholipase C,1409,PLC&delta;1,PLCD1,P51178
enzyme,274,Phosphoinositide-specific phospholipase C,1410,PLC&delta;3,PLCD3,Q8N3E9
enzyme,274,Phosphoinositide-specific phospholipase C,1411,PLC&delta;4,PLCD4,Q9BRC7
enzyme,274,Phosphoinositide-specific phospholipase C,1412,PLC&epsilon;1,PLCE1,Q9P212
enzyme,274,Phosphoinositide-specific phospholipase C,1413,PLC&zeta;1,PLCZ1,Q86YW0
enzyme,274,Phosphoinositide-specific phospholipase C,1414,PLC&eta;1,PLCH1,Q4KWH8
enzyme,274,Phosphoinositide-specific phospholipase C,1415,PLC&eta;2,PLCH2,O75038
enzyme,275,Phospholipase A<sub>2</sub>,1416,sPLA<sub>2</sub>-1B,PLA2G1B,P04054
enzyme,275,Phospholipase A<sub>2</sub>,1417,sPLA<sub>2</sub>-2A,PLA2G2A,P14555
enzyme,275,Phospholipase A<sub>2</sub>,1418,sPLA<sub>2</sub>-2D,PLA2G2D,Q9UNK4
enzyme,275,Phospholipase A<sub>2</sub>,1419,sPLA<sub>2</sub>-2E,PLA2G2E,Q9NZK7
enzyme,275,Phospholipase A<sub>2</sub>,1420,sPLA<sub>2</sub>-2F,PLA2G2F,Q9BZM2
enzyme,275,Phospholipase A<sub>2</sub>,1421,sPLA<sub>2</sub>-3,PLA2G3,Q9NZ20
enzyme,275,Phospholipase A<sub>2</sub>,1424,cPLA<sub>2</sub>-4A,PLA2G4A,P47712
enzyme,275,Phospholipase A<sub>2</sub>,1425,cPLA<sub>2</sub>-4B,PLA2G4B,P0C869
enzyme,275,Phospholipase A<sub>2</sub>,1426,cPLA<sub>2</sub>-4C,PLA2G4C,Q9UP65
enzyme,275,Phospholipase A<sub>2</sub>,1427,cPLA<sub>2</sub>-4D,PLA2G4D,Q86XP0
enzyme,275,Phospholipase A<sub>2</sub>,1428,cPLA<sub>2</sub>-4E,PLA2G4E,Q3MJ16
